"date","T50","T150","T29","T21","T38","T108","T59","T120","T91","T134"
"Transform:",1,1,1,1,1,1,1,1,1,1
"4/1/1991",-0.000183579345582694,-0.000234906838170437,8.15481315727057e-05,0.00287446553239418,0.00247004163805354,-0.00234505107103516,0.000179094726500805,9.25910739322636e-05,4.65470170783844e-05,-0.00125499008503406
"5/1/1991",-2.50166436412272e-05,1.42015642704588e-05,-0.000108199624161416,0.00131114549995769,0.00107555368033766,-0.00155752891042737,0.000183223289049188,7.73316652803953e-05,0.00023102990370176,-0.00192193562519246
"6/1/1991",-0.000803415027761525,-0.000279483957099236,-0.000438704290350411,0.000761617925371416,0.000320073057971001,-0.0011472149641945,-4.85584498572933e-05,-0.000372109896511191,-8.74640455286087e-05,-0.000711011868032517
"7/1/1991",-0.00061505044194118,-0.000240968500084539,5.61678147388512e-05,0.000795529428231056,0.000598575357746059,-0.00179063026617062,-0.000196706946812644,-0.000799719388460754,-0.000534532841853888,-0.000577869473730585
"8/1/1991",-0.000858140284808705,-0.000246571158412684,0.000883326750803469,0.000344131391617152,0.000328618490066113,-0.000954573019938485,-0.00020169587833456,-0.000504707634215067,-0.000153918591272382,-0.00217193979944466
"9/1/1991",-0.000534232656902626,-0.000321623180813866,-0.000225525702457518,0.000230176429702404,-0.000247461310519915,-0.00283642406704213,-9.34160539610885e-05,-0.000780766299151934,-0.000917442572875759,-0.00250888865424846
"10/1/1991",-0.000570611369292121,-0.000136294567675524,-0.000242714847028545,0.000416383894965996,0.000814514314429869,-0.00138572953298748,-0.000487591141873093,-0.00127416092933467,-0.000690724757594604,-0.00129247114056925
"11/1/1991",-0.00126713270625492,6.32101621798753e-05,-0.000213189308155906,0.000437380145528747,0.000159799120771657,-0.00167635148686927,-0.000267143789662634,-0.00114646708080099,-0.000992672957643984,0.00111935287181227
"12/1/1991",-0.00115430798741778,-7.85865640467865e-05,-2.20674129589234e-05,-0.000449531336051364,-0.000806037607710551,-0.00127734169231014,-0.00013939148480111,-0.000773247884262821,-0.000337854037017435,0.000401434315786694
"1/1/1992",-0.000934542910364864,-0.000267105142896526,-0.000518186535089543,-0.000666149741240852,-0.000681804351933754,-0.000954949193901277,-0.000252260826835232,0.00036571410723749,0.000560714318976859,-0.00207742931682484
"2/1/1992",-0.00171400274741368,-0.000112855924108685,-0.000126018835600394,0.000148750696117293,0.000144010858406108,-0.000757354747823507,-0.000162772401685826,0.000246441386120869,0.00125367076805796,-0.000456442078366361
"3/1/1992",-0.000836433189429494,1.17673329355411e-06,0.00047342511229431,-0.000593376776982707,0.000919994975365071,0.00090945454991584,-0.000514171890926198,0.000104893590304832,-6.50402904369041e-05,-0.000288621469944934
"4/1/1992",-0.000159973777563825,-9.56009928108489e-05,0.000708349793091302,-0.00149114882359876,0.000517758146961094,-0.00111792726108095,-0.000539818566767782,0.000103351276147817,-0.000760183119721745,-0.00191402495061171
"5/1/1992",-7.62105089262651e-05,-0.000209061008670069,4.52006635949662e-06,-0.00187004006845151,0.00087199636254874,0.000139193489172395,-0.000563678411291689,-0.00032754650204896,-0.00111154549815973,-0.00180685537049695
"6/1/1992",-0.00111925479108756,-0.000224759275672375,-0.000535272363363374,-0.000571672722813982,0.000249804890447173,0.000418417014738302,-0.000774390730876798,-0.00110798355918136,-0.000771113900950745,-0.00168455673142837
"7/1/1992",-0.00079005873898543,-0.000342212311100511,-0.000184886933780952,0.000901565771365752,0.000770229473895049,0.000878629575917281,-0.00102774208838443,-0.000598160712172988,-0.000396952067960077,-0.00101511470311259
"8/1/1992",-0.000632765659855026,-0.000541910552233284,-0.000334517384697304,0.000934385917598672,0.00064606350037708,0.00276997037456492,-0.000224348235846942,-0.000806259156693975,0.00090824455828295,-0.00225790139630864
"9/1/1992",0.00172342456782741,-0.000670546258490153,-0.000918091628236939,0.00177403213674018,0.00142687529775991,0.000464672360419527,0.000214707890898482,-0.000857042637329607,0.000620868263232608,-0.00168205617566332
"10/1/1992",0.00217835227060895,-0.00047155321812619,-0.000708483999743195,0.000517104899453009,0.000756548986391146,0.00267580342041984,-0.000962370309000222,-0.00129476068960754,0.000307264388025632,0.00012914203360458
"11/1/1992",0.000712983615204295,-0.000626922054926433,-0.000488699803289359,0.000284902718768222,0.000530075869068762,0.0068635782492417,-0.00104068513017867,-0.000250363238166062,0.000548576753480838,-0.000942493592529064
"12/1/1992",0.000508545993229729,-0.000725219305688242,-0.000283458991862317,0.000432299585975673,0.000758856290698495,0.00223824963319789,-0.00091698897956804,-0.000435812064765665,0.000326858479433285,0.000725090179746879
"1/1/1993",0.000300005519490776,-0.000596121472918052,-0.000490962929455923,-0.00141299559796282,0.000226658268007254,0.00589506434829508,-0.00113266212274648,6.17283176522485e-05,0.000257339699672288,-0.0019713747212431
"2/1/1993",0.00194233286053983,-0.000605141797101644,-0.000787025393504701,0.00087562424994157,0.000538588556485613,0.00426208711294977,-0.000408174981934703,0.000250524098191695,0.00159903036264147,0.00395720757079003
"3/1/1993",0.00260998232164769,-0.000731937458476198,-0.000782183052366072,0.00124989346026476,0.000905459238307102,0.00101518012611359,-0.000689853044988818,0.000230138199199751,0.00104345554225108,0.00764820941453321
"4/1/1993",0.001223353369487,-0.00090648151479207,-0.000637044709271487,-0.000152203038739714,-0.000364370172815607,0.0015395343062657,-0.00134531081798876,-0.000949353073050391,-9.97711820710804e-05,0.00248458670690545
"5/1/1993",0.00059625235232916,-0.000819757995979728,-0.000637965333473813,-0.000711673533710497,-0.000121082090197252,4.65812373989463e-05,-0.00091494503006075,-0.000515081613090487,0.000871652258039935,0.00187288300910185
"6/1/1993",0.000385302561407203,-0.000922647325012874,-0.000829975454528823,-0.000935748156965122,-0.000251444210996732,-0.000907478895979432,-0.000734489953842434,-0.000571922571352411,4.3253730259506e-05,0.00168060158240262
"7/1/1993",0.000725162366841181,-0.000850508141869595,-0.00088355530835931,-0.00105261621757391,-0.000320315512347353,-0.000488078725796119,-0.00151411553373499,-0.000327871978088641,0.000797327042221984,0.00233438633932609
"8/1/1993",0.00146822071735198,-0.00131974288023134,-0.00121956431018757,-0.00274543485569902,-0.000980147557164219,-0.00123084855758309,-0.000746565288613561,-0.000996156870448537,0.00227668038494585,0.00249908004144028
"9/1/1993",0.000454064826469669,-0.00141708295420364,-0.00146991735337312,-0.00103175415969809,0.000731019931722711,-0.00231022192314841,-0.00153069824989414,-0.00131707829452475,0.00114830161017558,0.00107798437140692
"10/1/1993",0.000342266676921795,-0.00155448831114482,-0.00124243251738366,-0.000784857515377565,0.000297452246180217,0.000125853364070629,-0.00186292259629653,-0.00169571060816769,-0.000113275992735135,0.00149812956013227
"11/1/1993",-0.000167440846594957,-0.00162020175070907,-0.000964363720694704,-0.000882631280213695,0.000296677450765019,-0.00106272186167153,-0.00186209954379526,-0.00162994569393411,-0.00016034551111269,0.00390982643066198
"12/1/1993",0.000960677667365789,-0.00149583255814199,-0.000949337402666968,-0.000728484081780605,0.000410323323925486,-0.00221171170747098,-0.00167912486969923,-0.00132476136867526,-0.000537641842509942,0.00162010744529799
"1/1/1994",2.51010414671724e-05,-0.000489483978624022,-0.000214431738697498,-0.000718745279690628,-0.000249854363075546,-0.00020245253004301,0.000783011668217174,0.000816286190354123,-4.76131058600224e-05,0.00254977036482153
"2/1/1994",-7.69799183619117e-05,0.000875306187047451,0.000612525246663942,0.0016478637293838,-0.000535082938389446,0.000107342435217874,0.00373421024177673,0.00151932486891037,-0.000419791874902978,0.00122414175270899
"3/1/1994",0.000335159978429828,0.00139031199748176,0.00026444608542954,0.000996145677709226,-0.000537750177414498,-0.000366100777324009,0.00218272597378086,0.000762923394182714,-0.000821096663522672,-0.000659810408778868
"4/1/1994",0.000139842413246838,0.000560933105824904,0.00119843796132036,0.00059518380713296,-0.000958178664366868,-0.00200388378626591,0.00119150490115083,0.000317119471985705,-0.000427371946610735,-0.0010576246195466
"5/1/1994",-0.000641955380583312,0.00101576733398907,0.00187179531724044,0.000548540768865771,-7.09283175418744e-05,-0.00100566258011418,0.00189726298594217,0.0013395879787986,-0.000435652216277166,0.000769529587742572
"6/1/1994",-0.000892641021338751,0.00100801622976957,0.000427258593973828,0.000466582858272358,-0.000626504742208134,-0.000635269105542177,0.00208366236974852,0.00117530284407328,-0.000242017713592237,0.000196130641243687
"7/1/1994",-0.00018048381419402,0.000859239105436252,0.000242652168743868,0.000712079269017315,-0.000716759152270903,-0.000812555622923918,0.00102997833501632,0.00156238150894667,-0.000516887861045657,-0.000666465153278856
"8/1/1994",-0.00142750706404063,-0.000131520069287142,0.000804452106745847,0.000698309443351358,-0.000595909608686777,0.000267203814477062,0.00143020058372094,0.00174054111664094,2.32918678097397e-05,-0.00220705982693618
"9/1/1994",-0.00121557047697175,-1.81386362530086e-05,0.000154369918961665,0.000895381733411841,-0.000143892880888794,0.000972558367488393,0.00169840482378664,0.00151195568976303,-8.95564549207807e-05,-0.00226748821985764
"10/1/1994",-0.000649900972797292,0.000649626803994802,3.95343275781308e-05,0.000968753703536682,-0.00057173914860862,0.000544413501695873,0.000953642965978196,0.00116336082168851,-0.000577598891352171,0.000103715000538033
"11/1/1994",-0.000874451589982906,0.000975449151892639,0.000443955248029638,0.000895290159691593,-0.000780170993634145,0.00113810874671108,0.000254669335681696,0.00120700416965165,-0.000368567758653194,0.00214409517591212
"12/1/1994",-0.00079135833700627,0.000127425807365352,0.000586967958448692,0.000666983602646178,0.000201549046392845,-3.30511259034284e-06,1.87805518201466e-06,0.00122391970148742,-0.000178847400481347,-0.000189572203124972
"1/1/1995",0.000500574596759078,-6.88527942748914e-06,-0.000419285445790815,0.000118169232380485,-0.000406292483027244,-0.000422573047300325,0.000786345397266665,0.00203958203944165,-0.000135774518423643,-0.00101006140909931
"2/1/1995",0.000218046864577461,0.000727118136197393,0.000838891829895721,0.00231180581377904,-0.000432458196890328,-0.000949363334166932,0.000856877983496457,0.000550905053903194,-0.000320039330256997,-0.000781036848325047
"3/1/1995",0.00117564512136846,0.00106111053391345,0.00173397344014848,0.00115949553181601,-0.00061817017545184,-0.000830677763873965,0.00110573664394954,0.000471737675352438,-8.04367336057731e-05,-0.00119682309169109
"4/1/1995",-0.000118726504705748,0.000688943225294262,0.000999884758001006,0.000350835075727446,-0.000872084422719952,-0.000988130805676152,0.000715201630335828,0.000553156755118715,-0.000485860507122593,-0.00124832200624084
"5/1/1995",-0.000625679021939161,0.00133764757915427,0.000170977343670592,0.000378225120131173,-0.000344630072025867,-6.6080886490477e-05,6.63254514639064e-06,3.1754484486862e-05,-0.000653443399574666,-0.00198254287485014
"6/1/1995",-0.000191396341346331,0.000949503684688129,0.000331435161518265,0.00107846009105635,-0.0001708835903055,-0.000579961995908497,-7.43702690605466e-05,-0.000186434148965164,-0.000918248469703495,-0.00188604885024792
"7/1/1995",-0.000870273619476308,0.000233302554828416,0.000152113869243961,-0.00053293457572685,1.11974797489078e-05,-0.00151503937676843,-0.000176762645681002,-0.000501356716209979,-0.000249115580263117,-0.00154647967932455
"8/1/1995",-0.0010097077260961,-0.00104398382655647,0.000724787252950502,-0.000754913058404019,-0.000733750759593835,-0.000482843127303504,0.000308914305333064,0.000341197546056865,0.000746819171162178,-0.0014309923263193
"9/1/1995",-0.00103073044417254,-7.46637410298275e-05,0.000411699274304413,-0.000250177516034145,-0.000234429975307616,-0.00212193869587745,0.000334632392827497,-0.000247937169710002,0.000482263247778207,-0.000583152342403383
"10/1/1995",0.0004603590455852,0.000268649126281771,0.00043452246392456,-0.000313867909738082,0.000355353862109015,-0.00177732167242145,-0.000342414370384205,-0.000804545549933471,-0.000569032435430214,-0.000458354885106407
"11/1/1995",0.000362865166397443,0.000288522658541254,0.00102158011320523,-3.89216788582264e-05,4.69655058252697e-05,0.000471358503946,-0.000330264073825407,-0.000295821243242774,-0.000422051203480546,4.99887766365363e-05
"12/1/1995",-0.00086897991549309,-0.000307893116826404,-0.000324960753639024,0.000328549401738521,-0.000459038465561834,0.000936597973527191,-0.000463839239090492,0.000989689476160263,-0.000394666396827188,0.000252895914612136
"1/1/1996",-0.000602242476982519,-0.00133662966188524,-0.000986536917869601,0.000223335795626063,0.000170488957907163,0.00306957508319923,0.000155030187146969,0.00207670915592132,-0.000464826235360822,-0.000340266958063185
"2/1/1996",0.000162184074903577,0.000242824364722003,-0.000734655110421385,0.00151462068330977,0.000444741610014706,0.000891147312608735,0.000605709733685834,3.11403411822244e-05,0.000435012750894772,0.000136710385020427
"3/1/1996",0.000807318155061473,0.000556968628886977,-3.6972988755168e-06,0.00116195040365127,-5.74000679701349e-05,0.00235330535147287,-0.000296528905056583,0.000126035644934198,-0.000398558916960809,-0.000203431033796566
"4/1/1996",0.000446873404823233,-0.000496432838842601,0.000590117206637288,0.000576516667696156,-0.000157582496380375,2.25568383051986e-05,-0.000513509797762717,-8.91334566082193e-05,-0.000437000105384367,-6.31087886786806e-05
"5/1/1996",-0.000295384806346191,0.0010095349581952,-0.00051575547951082,0.000125428277628097,-0.000370348143059527,-0.00125868539973056,-0.000184316980313368,-4.05329956242143e-05,-0.000790784261817562,-0.000287223803776772
"6/1/1996",-0.000554859238087757,0.00073084998759037,-0.000143384303690143,-9.40340071553265e-05,-0.000255463167564514,-0.000872965615293301,-0.000113006848569011,-0.000142838689157139,-0.000153910706466561,-0.000361037015878483
"7/1/1996",-0.00020461100537521,-0.000129057102246696,-0.000473395982850094,0.000308611551970594,-0.00074326485590714,-0.00023849451177776,0.000120227460714876,1.79177400911707e-05,-0.000364721859368056,-0.000854886426734451
"8/1/1996",-1.23984407448082e-05,-0.000970609290138609,-0.00056342411732378,-0.000738113416969856,-0.000617991048922628,0.00249673720986929,-0.000180290962809155,-9.08899701905673e-05,-0.000208745864471715,-0.000777719564089401
"9/1/1996",-0.000314632113560979,-0.000679018402975271,-0.000762600105831531,-0.00121212736211619,-6.35080476125451e-05,0.00273198905964057,0.000315301488949879,0.000846157474484935,-0.000212762199093971,-0.00121198894857005
"10/1/1996",-0.000603194768660617,1.86968065052089e-05,-0.000572792410217354,-0.00080304587355952,0.000429144472416038,-0.000166589305297308,0.000495500689866044,-0.00018273143986705,-0.000335840412143438,0.000738451267084038
"11/1/1996",-0.00109141318132791,-0.000567612449290693,0.000723488218599602,-0.00104004336595633,0.000221576071865548,0.00168037080912311,-0.000389694317304285,-0.000526902251575357,0.000200576197795524,-0.000321472639478195
"12/1/1996",-0.00157564199020866,-0.000877939642859944,-0.000882417067224707,-0.00114545544098861,-0.000143483779288342,-0.00169133839020132,-0.000537750121199495,0.000156735843594985,-0.000118087862630918,-0.000918984257827833
"1/1/1997",-0.000991164247040759,-0.00104408326690428,-0.000907064090752756,-0.00154993774694467,3.40510867653637e-05,-0.00154311742348414,-6.01589295203129e-05,0.000761846207251216,-2.66132010991191e-05,-0.00158640956414168
"2/1/1997",-0.00101537622833223,0.000347993825766469,-0.000328187217127217,-0.00169488824563013,4.86827575391555e-05,-0.0011177213693142,2.50748424474556e-05,-0.000823522661585908,0.000659695299680875,0.00106243777360922
"3/1/1997",-0.000114744510926863,0.000875011953508447,-0.000399387206760815,-0.00124606732539074,0.00030451136174034,-0.00138054388484017,0.000365573298800876,-0.00108968069813361,0.000865502354042325,0.00361624161750752
"4/1/1997",-0.000794709825529362,0.000539327887581574,0.000824585684201759,-0.000249455217357989,0.00033497690712044,-0.000822901129573167,0.000849092757023819,-0.00147500738974044,0.000996490067110086,0.00757455660067185
"5/1/1997",-0.00222540636817496,0.000668534559530371,4.80708450627659e-05,-0.00136041866531447,1.20922037716585e-05,-0.0013076790868696,0.00119501273014872,-0.00117081851568557,0.000374185904085531,-3.10724684319063e-05
"6/1/1997",-0.00203423872655167,0.000438254211506027,-6.49791970712844e-05,-0.000580917079066249,0.000285179101564734,-0.00184466919555696,0.00134250956782201,-0.00171149013297153,0.000314248722127419,-0.00044653647856878
"7/1/1997",-0.0025563425583726,0.000261364859275987,-0.000415110825177277,-0.000722656890916261,-0.000353274487004552,-0.00134810255012649,0.000898829087961961,-0.000904406178134561,-0.000642623217556463,0.000233848586069656
"8/1/1997",-0.00156777288597097,-0.000896148891708108,0.00183931395645224,-0.00112559990775268,-0.000412508472281124,-0.00164030718199451,0.000851841138404326,0.000173034661759486,-0.000587107066689107,-6.37426227457343e-05
"9/1/1997",-0.000654288777089784,-0.000144666434290366,0.00022210756412837,-0.00041665984222611,2.50104505193689e-05,-0.00234351048632749,0.00107907064834168,0.00121491111956932,0.000260898266459225,-0.000201772391939818
"10/1/1997",-0.000948483871825577,0.000722390631691846,-4.78509655672694e-05,0.000135621975892866,7.05841506452491e-05,-0.00195518361310109,-1.89676676657716e-05,-0.000301441612475426,-0.000655305864605411,-0.000214872175590693
"11/1/1997",0.00276946918096015,7.78606396282208e-05,0.000181894792226866,0.000483415332128722,0.000102819084635687,-0.000774388900628904,0.000552014452876032,-0.000586122126595961,-0.000993472067195348,0.000930360991149355
"12/1/1997",0.00187127921466752,-0.000445313917743134,0.000878489015867068,0.000282935332161152,0.000192269857529343,-0.00210559149261134,0.000991088822186975,8.0540586906332e-05,-0.000318822103794485,0.00135833488835549
"1/1/1998",0.00286245357812238,-0.000493644698555155,7.95212863581068e-05,-0.000608974183213923,9.43972227538845e-05,-0.000802396279477469,-2.46861681130117e-05,0.0011828645927888,0.000101346962629421,0.00140337907091721
"2/1/1998",0.00323626728808427,0.000647229844752528,9.21783311740937e-05,0.000248416334794274,0.000294082081171108,0.00601258234568728,4.8112893486099e-05,-0.000380954284051757,0.000429308030719356,0.00178582293474275
"3/1/1998",0.000689747005501788,0.00117698521225127,-0.000169802308238479,0.00064788603194629,-5.98886549392091e-05,-6.34121335409239e-06,-0.000261290995355579,-0.000812979727387025,-0.000115299019487606,-0.000286533965822068
"4/1/1998",-0.000802091884562148,0.000747881901417797,0.000400090261951689,0.00154203789569352,-0.000497101669712532,-0.000963625598594367,-0.000635837949549378,-0.000416257932449229,0.000222077471896382,-0.000764388404409666
"5/1/1998",-8.84902997784257e-05,0.000566857840102697,-0.000560572832964904,0.00112324846477607,-0.0005184260850847,-0.000457811622683733,-0.000476378185657074,-0.000837997444540463,-0.000249922595535854,-0.00121039791684651
"6/1/1998",0.00117654967346605,-4.51125038371846e-05,-4.16850127802448e-05,0.00136962672606585,-0.000269469077185055,-0.000539480174559032,-0.000756073713148704,-1.92107621895918e-05,-0.000373047538920589,-0.000379474290051402
"7/1/1998",0.000466524936813512,0.000365850376192336,-0.000463883429687948,0.00184494233201085,0.000219094440866429,5.68036086204055e-05,-0.000784560251308987,0.000306610705911175,-0.000582000199396938,3.25581402136461e-05
"8/1/1998",0.00148102215932847,-0.00020034916278988,-0.000315575589233951,0.000533962752733576,-0.000123208421384582,0.00397053103341601,-0.000313692534588626,0.000667780230728863,0.000335232374318735,-0.00163585369466207
"9/1/1998",0.00870658203050037,-0.000729596435639758,-0.00063941376595991,0.00088824268654357,-0.000109940854285908,0.00508097929752787,-0.000521348286618727,0.00128591046961831,0.000113093121956871,-0.00115821744274802
"10/1/1998",0.00538316029558416,-0.000949190546732808,-0.000472406796070554,0.00127956848873567,0.000199724488018467,0.00331696247251775,-0.00104585131455897,0.000380595857974686,-7.62799490299568e-05,-0.000492773797603696
"11/1/1998",0.00131752676504793,-0.000579646804488523,0.000966425747652436,0.00145559846633576,-0.000325935860924522,0.00193733992566228,-0.000921784554800387,-0.000164629139482784,-0.000574942884687663,-2.05217740663756e-05
"12/1/1998",0.000366247408528208,-0.000490433099690161,0.000278996016853798,0.00141990348370874,0.000268491932076867,0.00318824899132799,-0.000273035402569687,-0.000212134763550486,-0.00129281335194706,0.00100845349179771
"1/1/1999",5.83983840658218e-05,-0.00112837849782079,-0.00106910796651445,0.0011755434595916,0.000358144180766186,0.00459883887824866,-0.00177953923049982,0.000669889283827744,-0.000607452561997394,-0.000342167688863913
"2/1/1999",0.00122199696229455,0.000893273114031137,-0.000919046754738414,-0.000709689577574524,0.000396549737058847,0.00313906950604591,-0.00129958787574261,-0.000366915401833335,-9.42485471491799e-05,0.000515545720906376
"3/1/1999",0.000528549347467032,0.000596880713903122,-0.000171556248724591,-0.00106476816901113,0.000510719217526346,-0.00164671170182121,-0.00153877434738825,-0.000561501509267574,0.000288606096953751,0.00148645179789763
"4/1/1999",0.000446386259108246,0.000355022649628766,0.000109128084626072,0.000108731681003364,0.000302693216691445,-0.00208764559197604,-0.00129252961404113,-0.00160294569091801,0.000887486667756434,-0.000852005185902832
"5/1/1999",-0.00115909446936983,0.00147764513261845,-0.000653584296850164,0.000284034440336233,0.000278005902737616,-0.00131590518724697,7.32993847703209e-05,-0.00114745777772962,6.10718889650669e-05,-0.000365113034068568
"6/1/1999",-0.00119558959299212,0.000893153592775027,-0.0009103197721964,0.000269697713679549,0.000106360657883726,-0.00266134989221096,0.000305680703434761,-0.000960747398730415,-0.000103556631540607,-0.000492184705922887
"7/1/1999",-0.00203135505015197,0.00038894638088036,-0.00114401290348765,-0.000212130213851826,-0.000143828182687625,-0.00217466785414098,0.000651666182857735,-0.000833748419705874,-0.00049430523681891,-0.00126614806523748
"8/1/1999",-0.00161935314102734,0.000200699663999109,0.000579129705385694,-0.0017386216017106,-0.000506812005229841,-0.00257942816782486,0.00271188999748841,-0.000529768238848675,0.000866964808788731,-0.00169233696996713
"9/1/1999",-0.00149912255811215,0.000912257902179105,0.00135827418794616,-0.00135748977819213,8.3507907985544e-05,-0.00351927035472776,0.00352879267605291,-0.0013156617122518,0.000259216378487521,-0.00137353287126715
"10/1/1999",-0.00090046112473357,0.00161697182962789,-5.53851789854034e-05,-0.00082094005076936,-0.000194233367084106,-0.00353787247299819,0.00261842469039482,-0.00171902734606039,0.000146592937104326,-0.000290785875532148
"11/1/1999",-0.00228219055960305,0.00104674515498183,0.000867138415270408,-0.000617645422618298,0.000255574478284225,-0.00286048241150099,0.000822625724425689,-0.000946309677427286,-0.00012902797203945,0.000272213462386949
"12/1/1999",-0.00256628917260081,0.000630207387332373,0.000131610177077753,-0.00104420449618119,-2.30188334905156e-05,-0.00321965171800257,-8.96257266951487e-05,-0.000312813440982517,0.000132668216489424,0.000982160819452586
